'HSI'	恒生指数	日线
日期	开盘	最高	最低	收盘	成交量	成交额
2007/12/14	27708.31	27813.82	27245.17	27563.64	0.00	0
2007/12/17	27236.45	27245.51	26551.37	26596.58	0.00	0
2007/12/18	26515.09	26912.29	26093.96	26732.87	0.00	0
2007/12/19	26880.09	27214.65	26670.85	27029.26	0.00	0
2007/12/20	27034.60	27203.89	26957.65	27017.09	0.00	0
2007/12/21	27192.80	27670.31	27192.80	27626.92	0.00	0
2007/12/24	27965.25	28191.26	27954.28	28128.80	0.00	0
2007/12/27	28337.47	28343.39	27842.93	27842.93	0.00	0
2007/12/28	27511.54	27678.40	27296.86	27370.60	0.00	0
2007/12/31	27437.94	27820.14	27437.94	27812.65	0.00	0
2008/01/02	27632.20	27853.60	27299.45	27560.52	0.00	0
2008/01/03	27050.03	27223.71	26864.13	26887.28	0.00	0
2008/01/04	27004.34	27596.86	26994.85	27519.69	0.00	0
2008/01/07	26962.54	27186.07	26698.54	27179.49	0.00	0
2008/01/08	27466.96	27637.60	27088.70	27112.90	0.00	0
2008/01/09	26847.49	27625.83	26757.03	27615.85	0.00	0
2008/01/10	27426.42	27596.50	27115.82	27230.86	0.00	0
2008/01/11	27435.51	27593.70	26725.95	26867.01	0.00	0
2008/01/14	27019.13	27142.88	26464.64	26468.13	0.00	0
2008/01/15	26728.93	26800.52	25823.50	25837.78	0.00	0
2008/01/16	25131.11	25131.11	24320.03	24450.85	0.00	0
2008/01/17	24705.08	25381.91	23957.61	25114.98	0.00	0
2008/01/18	24247.17	25378.24	24134.25	25201.87	0.00	0
2008/01/21	24459.02	24650.28	23770.13	23818.86	0.00	0
2008/01/22	22624.29	22713.69	21709.63	21757.63	0.00	0
2008/01/23	23359.20	24239.98	22647.28	24090.17	0.00	0
2008/01/24	24396.85	24966.17	23478.87	23539.27	0.00	0
2008/01/25	24801.46	25243.58	24483.93	25122.37	0.00	0
2008/01/28	24342.39	24384.27	23586.52	24053.61	0.00	0
2008/01/29	24640.10	24736.80	24229.14	24291.80	0.00	0
2008/01/30	24605.15	24631.59	23586.37	23653.69	0.00	0
2008/01/31	23789.72	23887.17	23052.95	23455.74	0.00	0
2008/02/01	23791.92	24238.30	23322.05	24123.58	0.00	0
2008/02/04	24885.07	25101.41	24728.50	25032.08	0.00	0
2008/02/05	24710.10	24961.98	24504.53	24808.70	0.00	0
2008/02/06	23458.15	23592.31	23283.97	23469.46	0.00	0
2008/02/11	23404.74	23404.74	22569.53	22616.11	0.00	0
2008/02/12	22953.78	23146.44	22891.22	22921.67	0.00	0
2008/02/13	23330.09	23534.49	22938.05	23169.55	0.00	0
2008/02/14	23893.51	24140.29	23756.45	24021.68	0.00	0
2008/02/15	23511.47	24208.51	23446.37	24148.43	0.00	0
2008/02/18	24344.27	24413.89	23735.87	23759.25	0.00	0
2008/02/19	24040.66	24402.64	24025.05	24123.17	0.00	0
2008/02/20	24265.32	24265.32	23481.06	23590.58	0.00	0
2008/02/21	23957.64	24003.60	23500.95	23623.00	0.00	0
2008/02/22	23233.90	23420.35	23077.51	23305.04	0.00	0
2008/02/25	23546.10	23552.99	23164.97	23269.14	0.00	0
2008/02/26	23564.77	23762.40	23395.26	23714.75	0.00	0
2008/02/27	24161.19	24610.41	24111.60	24483.84	0.00	0
2008/02/28	24373.90	24841.23	24205.01	24591.69	0.00	0
2008/02/29	24226.83	24370.69	24010.48	24331.67	0.00	0
2008/03/03	23491.57	23738.67	23458.95	23584.97	0.00	0
2008/03/04	23858.04	23923.20	23060.90	23119.87	0.00	0
2008/03/05	23066.64	23268.45	22873.31	23114.34	0.00	0
2008/03/06	23360.68	23615.18	23254.31	23342.73	0.00	0
2008/03/07	22694.23	22836.76	22447.84	22501.33	0.00	0
2008/03/10	22387.25	22725.21	22034.76	22705.05	0.00	0
2008/03/11	22634.71	22995.35	22263.36	22995.35	0.00	0
2008/03/12	23737.65	23737.65	23139.40	23422.76	0.00	0
2008/03/13	22925.42	23007.61	22251.24	22301.64	0.00	0
2008/03/14	22536.12	22747.14	22151.51	22237.11	0.00	0
2008/03/17	21318.03	21473.40	21041.26	21084.61	0.00	0
2008/03/18	21444.61	21467.18	20572.92	21384.61	0.00	0
2008/03/19	22191.88	22191.88	21779.84	21866.94	0.00	0
2008/03/20	21173.30	21471.67	20896.14	21108.22	0.00	0
2008/03/25	21841.78	22529.80	21691.55	22464.52	0.00	0
2008/03/26	22581.75	22811.35	22428.43	22617.01	0.00	0
2008/03/27	22312.57	22758.94	22205.20	22664.22	0.00	0
2008/03/28	22750.31	23313.88	22721.22	23285.95	0.00	0
2008/03/31	22997.04	23077.84	22700.84	22849.20	0.00	0
2008/04/01	23084.93	23305.71	22700.50	23137.46	0.00	0
2008/04/02	24133.77	24195.32	23858.89	23872.43	0.00	0
2008/04/03	23947.55	24334.19	23937.31	24264.63	0.00	0
2008/04/07	24484.83	24642.02	24269.55	24578.76	0.00	0
2008/04/08	24507.07	24557.43	24212.60	24311.69	0.00	0
2008/04/09	24293.42	24492.03	23921.15	23984.57	0.00	0
2008/04/10	24101.41	24214.57	23905.58	24187.10	0.00	0
2008/04/11	24442.27	24681.46	24322.11	24667.79	0.00	0
2008/04/14	23968.04	24070.26	23753.04	23811.20	0.00	0
2008/04/15	23950.40	24043.89	23613.49	23901.33	0.00	0
2008/04/16	24075.68	24194.18	23749.68	23878.35	0.00	0
2008/04/17	24369.86	24442.07	24150.51	24258.96	0.00	0
2008/04/18	24234.53	24400.87	24107.24	24197.78	0.00	0
2008/04/21	24821.00	24887.11	24668.28	24721.67	0.00	0
2008/04/22	24460.64	24965.74	24413.25	24939.15	0.00	0
2008/04/23	25000.49	25361.29	24919.73	25289.24	0.00	0
2008/04/24	25776.29	25861.68	25603.57	25680.78	0.00	0
2008/04/25	25852.97	25852.97	25437.82	25516.78	0.00	0
2008/04/28	25613.17	25717.43	25567.59	25666.29	0.00	0
2008/04/29	25661.96	26038.58	25633.47	25914.15	0.00	0
2008/04/30	25998.27	26066.50	25731.64	25755.35	0.00	0
2008/05/02	26324.97	26374.09	26173.82	26241.02	0.00	0
2008/05/05	26321.61	26387.37	26118.61	26183.95	0.00	0
2008/05/06	26084.61	26314.99	26072.62	26262.13	0.00	0
2008/05/07	26377.99	26377.99	25471.19	25610.21	0.00	0
2008/05/08	25442.52	25616.95	25353.51	25449.79	0.00	0
2008/05/09	25401.91	25483.76	24911.33	25063.17	0.00	0
2008/05/13	25190.18	25601.55	25032.17	25552.77	0.00	0
2008/05/14	25461.37	25546.78	25108.06	25533.48	0.00	0
2008/05/15	25719.02	25736.56	25208.22	25513.71	0.00	0
2008/05/16	25665.64	25748.33	25533.60	25618.86	0.00	0
2008/05/19	25592.21	25822.00	25592.21	25742.23	0.00	0
2008/05/20	25692.27	25702.87	25042.09	25169.46	0.00	0
2008/05/21	24828.04	25498.09	24820.17	25460.29	0.00	0
2008/05/22	24984.28	25057.54	24700.49	25043.12	0.00	0
2008/05/23	25085.35	25128.44	24693.55	24714.07	0.00	0
2008/05/26	24234.35	24331.69	24100.31	24127.31	0.00	0
2008/05/27	24239.05	24441.07	24221.28	24282.04	0.00	0
2008/05/28	24209.03	24338.68	24178.71	24249.51	0.00	0
2008/05/29	24542.10	24542.10	24222.05	24383.99	0.00	0
2008/05/30	24448.37	24585.78	24289.85	24533.12	0.00	0
2008/06/02	24542.29	24923.28	24453.79	24831.36	0.00	0
2008/06/03	24556.18	24590.60	24254.93	24375.76	0.00	0
2008/06/04	24327.72	24462.58	24123.25	24123.25	0.00	0
2008/06/05	24150.53	24321.66	24003.98	24255.29	0.00	0
2008/06/06	24505.60	24524.59	24392.82	24402.18	0.00	0
2008/06/10	23689.16	23741.09	23343.19	23375.52	0.00	0
2008/06/11	23288.96	23486.17	23178.02	23327.60	0.00	0
2008/06/12	22820.89	23023.86	22695.10	23023.86	0.00	0
2008/06/13	22920.77	22984.09	22592.30	22592.30	0.00	0
2008/06/16	22814.17	23232.99	22814.17	23029.69	0.00	0
2008/06/17	23008.08	23128.58	22872.33	23057.99	0.00	0
2008/06/18	23114.45	23492.21	22946.96	23325.80	0.00	0
2008/06/19	22849.36	22999.67	22733.78	22797.61	0.00	0
2008/06/20	22817.99	23411.63	22745.60	22745.60	0.00	0
2008/06/23	22407.09	22830.43	22384.58	22714.96	0.00	0
2008/06/24	22697.26	22731.49	22456.02	22456.02	0.00	0
2008/06/25	22745.17	22827.56	22567.93	22635.16	0.00	0
2008/06/26	22742.54	22885.35	22441.47	22455.67	0.00	0
2008/06/27	21901.27	22201.47	21773.67	22042.35	0.00	0
2008/06/30	22237.92	22237.92	21997.69	22102.01	0.00	0
2008/07/02	21785.39	21938.20	21555.53	21704.45	0.00	0
2008/07/03	21389.49	21742.07	21163.57	21242.78	0.00	0
2008/07/04	21402.17	21534.05	21344.85	21423.82	0.00	0
2008/07/07	21402.70	21916.21	21402.70	21913.06	0.00	0
2008/07/08	21632.70	21684.21	21098.84	21220.81	0.00	0
2008/07/09	21740.86	21954.17	21531.97	21805.81	0.00	0
2008/07/10	21562.07	22020.66	21498.87	21821.78	0.00	0
2008/07/11	21834.64	22225.38	21761.04	22184.55	0.00	0
2008/07/14	22205.00	22360.29	21871.60	22014.46	0.00	0
2008/07/15	21644.04	21644.04	21077.24	21174.77	0.00	0
2008/07/16	20988.74	21334.38	20988.74	21223.50	0.00	0
2008/07/17	21825.24	21892.53	21672.27	21734.72	0.00	0
2008/07/18	22010.94	22010.94	21677.15	21874.19	0.00	0
2008/07/21	22523.28	22645.52	22455.01	22532.90	0.00	0
2008/07/22	22430.59	22690.74	22393.14	22527.48	0.00	0
2008/07/23	22900.77	23134.55	22871.04	23134.55	0.00	0
2008/07/24	23330.89	23369.05	23062.62	23087.72	0.00	0
2008/07/25	22751.51	22843.20	22542.08	22740.71	0.00	0
2008/07/28	22801.85	22862.03	22619.23	22687.21	0.00	0
2008/07/29	22265.93	22265.93	22089.09	22258.00	0.00	0
2008/07/30	22637.33	22751.04	22573.18	22690.60	0.00	0
2008/07/31	22878.76	22878.76	22695.73	22731.10	0.00	0
2008/08/01	22497.90	22881.27	22207.31	22862.60	0.00	0
2008/08/04	22630.59	22713.58	22425.13	22514.92	0.00	0
2008/08/05	22225.06	22225.06	21739.22	21949.75	0.00	0
2008/08/07	22403.26	22424.54	21915.28	22104.20	0.00	0
2008/08/08	21997.64	22230.55	21690.60	21885.21	0.00	0
2008/08/11	22020.54	22235.51	21859.34	21859.34	0.00	0
2008/08/12	21992.18	22309.33	21640.89	21640.89	0.00	0
2008/08/13	21270.86	21665.75	21223.38	21293.32	0.00	0
2008/08/14	21302.70	21453.48	21109.01	21392.71	0.00	0
2008/08/15	21383.71	21383.71	20994.54	21160.58	0.00	0
2008/08/18	21163.01	21206.60	20751.14	20930.67	0.00	0
2008/08/19	20675.75	20902.51	20484.37	20484.37	0.00	0
2008/08/20	20388.79	20971.19	20388.79	20931.26	0.00	0
2008/08/21	20762.65	20762.65	20350.48	20392.06	0.00	0
2008/08/25	20739.48	21108.25	20739.48	21104.79	0.00	0
2008/08/26	20849.08	21173.56	20785.80	21056.66	0.00	0
2008/08/27	21104.56	21464.72	21104.56	21464.72	0.00	0
2008/08/28	21546.94	21546.94	20857.03	20972.29	0.00	0
2008/08/29	21289.70	21474.31	21223.99	21261.89	0.00	0
2008/09/01	20999.32	21031.08	20844.15	20906.31	0.00	0
2008/09/02	20956.94	21066.58	20595.59	21042.46	0.00	0
2008/09/03	20964.75	20964.75	20526.73	20585.06	0.00	0
2008/09/04	20545.38	20621.48	20356.51	20389.48	0.00	0
2008/09/05	19833.87	19987.15	19708.39	19933.28	0.00	0
2008/09/08	20840.69	20840.69	20637.99	20794.27	0.00	0
2008/09/09	20439.47	20543.15	20299.97	20491.11	0.00	0
2008/09/10	20114.86	20283.99	19951.36	19999.78	0.00	0
2008/09/11	19854.82	19854.82	19220.28	19388.72	0.00	0
2008/09/12	19432.72	19525.55	19157.73	19352.90	0.00	0
2008/09/16	18325.65	18538.51	18019.20	18300.61	0.00	0
2008/09/17	18691.30	18699.18	17637.19	17637.19	0.00	0
2008/09/18	17120.23	17849.97	16283.72	17632.46	0.00	0
2008/09/19	18878.26	19327.73	18588.11	19327.73	0.00	0
2008/09/22	19869.02	19869.02	19137.67	19632.20	0.00	0
2008/09/23	19178.49	19302.76	18872.85	18872.85	0.00	0
2008/09/24	18954.32	19291.02	18862.90	18961.99	0.00	0
2008/09/25	19003.22	19248.72	18870.11	18934.43	0.00	0
2008/09/26	18909.59	18936.94	18500.11	18682.09	0.00	0
2008/09/29	18742.25	18742.25	17796.34	17880.68	0.00	0
2008/09/30	16898.33	18029.77	16799.29	18016.21	0.00	0
2008/10/02	17870.43	18285.68	17631.70	18211.11	0.00	0
2008/10/03	17788.99	17926.14	17682.40	17682.40	0.00	0
2008/10/06	17156.21	17241.78	16790.86	16803.76	0.00	0
2008/10/08	16107.98	16422.52	15431.73	15431.73	0.00	0
2008/10/09	15598.24	15990.20	15550.86	15943.24	0.00	0
2008/10/10	14717.52	14910.55	14398.54	14796.87	0.00	0
2008/10/13	15156.16	16376.42	14754.64	16312.16	0.00	0
2008/10/14	17141.05	17141.05	16615.01	16832.88	0.00	0
2008/10/15	16609.09	16609.09	15961.92	15998.30	0.00	0
2008/10/16	14902.34	15230.52	14578.54	15230.52	0.00	0
2008/10/17	15081.46	15300.07	14554.21	14554.21	0.00	0
2008/10/20	14691.90	15472.68	14691.79	15323.01	0.00	0
2008/10/21	15616.96	15616.96	14884.07	15041.17	0.00	0
2008/10/22	14878.21	15161.69	14038.41	14266.60	0.00	0
2008/10/23	13596.31	14032.25	13403.35	13760.49	0.00	0
2008/10/24	13478.63	13478.63	12618.38	12618.38	0.00	0
2008/10/27	12372.75	12736.85	10676.29	11015.84	0.00	0
2008/10/28	11154.57	12596.29	11133.94	12596.29	0.00	0
2008/10/29	12807.35	13307.42	12333.94	12702.07	0.00	0
2008/10/30	13280.44	14329.85	13280.44	14329.85	0.00	0
2008/10/31	14037.37	14122.78	13517.42	13968.67	0.00	0
2008/11/03	14436.03	14889.13	14272.17	14344.37	0.00	0
2008/11/04	14337.62	14539.59	13853.16	14384.34	0.00	0
2008/11/05	15045.53	15317.83	14750.04	14840.16	0.00	0
2008/11/06	14081.76	14081.76	13674.07	13790.04	0.00	0
2008/11/07	13273.09	14254.22	13273.09	14243.43	0.00	0
2008/11/10	15033.18	15147.96	14453.62	14744.63	0.00	0
2008/11/11	14322.95	14853.83	13926.71	14040.90	0.00	0
2008/11/12	14155.26	14256.06	13626.31	13939.09	0.00	0
2008/11/13	13068.93	13373.11	12943.11	13221.35	0.00	0
2008/11/14	13749.53	13749.53	13493.86	13542.66	0.00	0
2008/11/17	13584.35	13738.12	13277.64	13529.53	0.00	0
2008/11/18	13298.88	13363.57	12676.28	12915.89	0.00	0
2008/11/19	12827.37	13179.33	12738.53	12815.80	0.00	0
2008/11/20	12170.98	12298.56	11976.88	12298.56	0.00	0
2008/11/21	11814.81	13048.50	11814.81	12659.20	0.00	0
2008/11/24	12239.49	12707.23	12239.49	12457.94	0.00	0
2008/11/25	13012.00	13090.88	12767.44	12878.60	0.00	0
2008/11/26	12990.35	13369.45	12990.35	13369.45	0.00	0
2008/11/27	13901.45	13930.91	13332.93	13552.06	0.00	0
2008/11/28	13550.29	13896.49	13550.29	13888.24	0.00	0
2008/12/01	13775.28	14253.66	13659.44	14108.84	0.00	0
2008/12/02	13373.02	13513.50	13344.60	13405.85	0.00	0
2008/12/03	13598.60	13778.05	13573.43	13588.66	0.00	0
2008/12/04	13857.29	13883.87	13459.61	13509.78	0.00	0
2008/12/05	13718.92	13875.14	13656.92	13846.09	0.00	0
2008/12/08	14303.25	15044.87	14303.25	15044.87	0.00	0
2008/12/09	15032.33	15205.32	14717.47	14753.22	0.00	0
2008/12/10	14946.00	15578.96	14946.00	15577.74	0.00	0
2008/12/11	15533.62	15781.05	15337.73	15613.90	0.00	0
2008/12/12	15287.70	15393.09	14479.23	14758.39	0.00	0
2008/12/15	15363.49	15386.90	15007.42	15046.95	0.00	0
2008/12/16	15018.46	15217.25	14819.73	15130.21	0.00	0
2008/12/17	15544.97	15557.45	15179.38	15460.52	0.00	0
2008/12/18	15335.30	15548.26	15301.16	15497.81	0.00	0
2008/12/19	15235.22	15444.28	15014.98	15127.51	0.00	0
2008/12/22	15177.12	15227.43	14622.39	14622.39	0.00	0
2008/12/23	14472.03	14491.75	14084.86	14220.79	0.00	0
2008/12/24	13855.89	14300.70	13855.89	14184.14	0.00	0
2008/12/29	14080.86	14332.02	13924.32	14328.48	0.00	0
2008/12/30	14476.74	14513.48	14189.08	14235.50	0.00	0
2008/12/31	14377.51	14527.10	14302.15	14387.48	0.00	0
2009/01/02	14448.22	15042.81	14412.12	15042.81	0.00	0
2009/01/05	15349.33	15563.31	15128.32	15563.31	0.00	0
2009/01/06	15612.47	15651.61	15367.93	15509.51	0.00	0
2009/01/07	15759.53	15763.55	14976.74	14987.46	0.00	0
2009/01/08	14755.81	14755.81	14334.15	14415.91	0.00	0
2009/01/09	14530.83	14673.60	14297.41	14377.44	0.00	0
2009/01/12	14312.26	14312.26	13895.04	13971.00	0.00	0
2009/01/13	13930.27	14118.93	13644.54	13668.05	0.00	0
2009/01/14	13807.03	14019.03	13674.96	13704.61	0.00	0
2009/01/15	13136.23	13300.75	12904.05	13242.96	0.00	0
2009/01/16	13278.97	13423.24	13113.45	13255.51	0.00	0
2009/01/19	13414.09	13519.18	13097.50	13339.99	0.00	0
2009/01/20	12854.40	13160.87	12816.25	12959.77	0.00	0
2009/01/21	12534.60	12762.54	12439.13	12583.63	0.00	0
2009/01/22	12844.37	12895.25	12657.10	12657.99	0.00	0
2009/01/23	12542.01	12734.80	12469.84	12578.60	0.00	0
2009/01/29	13560.07	13560.07	13109.27	13154.43	0.00	0
2009/01/30	12958.08	13390.12	12899.57	13278.21	0.00	0
2009/02/02	13194.00	13239.50	12733.35	12861.49	0.00	0
2009/02/03	12991.49	13065.97	12729.04	12776.89	0.00	0
2009/02/04	13029.42	13108.74	12975.30	13063.89	0.00	0
2009/02/05	13084.79	13492.53	13018.64	13178.90	0.00	0
2009/02/06	13535.76	13660.24	13322.62	13655.04	0.00	0
2009/02/09	13865.59	13865.59	13561.54	13769.06	0.00	0
2009/02/10	13787.12	13976.31	13663.41	13880.64	0.00	0
2009/02/11	13546.14	13600.02	13363.06	13539.21	0.00	0
2009/02/12	13439.58	13478.66	13174.01	13228.30	0.00	0
2009/02/13	13314.81	13576.32	13314.02	13554.67	0.00	0
2009/02/16	13559.82	13559.82	13257.35	13455.88	0.00	0
2009/02/17	13195.51	13195.51	12933.91	12945.40	0.00	0
2009/02/18	12783.79	13031.28	12712.33	13016.00	0.00	0
2009/02/19	12873.10	13055.72	12788.08	13023.36	0.00	0
2009/02/20	12719.14	12816.79	12669.57	12699.17	0.00	0
2009/02/23	12777.96	13207.98	12777.96	13175.10	0.00	0
2009/02/24	12789.29	12814.37	12634.84	12798.52	0.00	0
2009/02/25	12979.86	13148.31	12858.28	13005.08	0.00	0
2009/02/26	13070.41	13071.58	12691.96	12894.94	0.00	0
2009/02/27	12929.99	13032.30	12799.81	12811.57	0.00	0
2009/03/02	12522.61	12576.45	12296.86	12317.46	0.00	0
2009/03/03	11967.07	12192.35	11849.17	12033.88	0.00	0
2009/03/04	11880.17	12423.69	11880.17	12331.15	0.00	0
2009/03/05	12488.33	12488.33	12163.55	12211.24	0.00	0
2009/03/06	12041.82	12146.16	11921.52	11921.52	0.00	0
2009/03/09	11872.46	11927.89	11344.58	11344.58	0.00	0
2009/03/10	11542.88	11747.11	11542.88	11694.05	0.00	0
2009/03/11	12228.22	12228.22	11904.61	11930.66	0.00	0
2009/03/12	11905.47	12040.84	11848.50	12001.53	0.00	0
2009/03/13	12395.18	12525.80	12303.70	12525.80	0.00	0
2009/03/16	12657.87	12976.71	12615.45	12976.71	0.00	0
2009/03/17	12948.85	13226.31	12854.05	12878.09	0.00	0
2009/03/18	13052.95	13167.20	13020.80	13117.17	0.00	0
2009/03/19	13205.17	13205.17	12947.90	13130.92	0.00	0
2009/03/20	13157.90	13157.90	12797.10	12833.51	0.00	0
2009/03/23	13001.55	13451.02	13001.55	13447.42	0.00	0
2009/03/24	13773.17	13952.98	13538.16	13910.34	0.00	0
2009/03/25	13754.77	13892.88	13567.45	13622.11	0.00	0
2009/03/26	13821.28	14132.09	13819.10	14108.98	0.00	0
2009/03/27	14257.56	14257.56	13955.66	14119.50	0.00	0
2009/03/30	13893.15	13893.15	13413.48	13456.33	0.00	0
2009/03/31	13545.36	13696.69	13428.31	13576.02	0.00	0
2009/04/01	13746.18	13788.41	13411.79	13519.54	0.00	0
2009/04/02	13963.34	14533.34	13953.56	14521.97	0.00	0
2009/04/03	14547.52	14644.82	14392.19	14545.69	0.00	0
2009/04/06	14920.84	15147.06	14778.51	14998.04	0.00	0
2009/04/07	14922.09	14994.76	14743.71	14928.97	0.00	0
2009/04/08	14715.70	14715.70	14276.35	14474.86	0.00	0
2009/04/09	14677.85	14987.41	14656.16	14901.41	0.00	0
2009/04/14	15302.14	15596.34	15140.39	15580.16	0.00	0
2009/04/15	15344.59	15669.85	15213.39	15669.62	0.00	0
2009/04/16	15928.82	15977.13	15517.39	15582.99	0.00	0
2009/04/17	15956.46	15956.46	15541.31	15601.27	0.00	0
2009/04/20	15574.32	15878.40	15382.96	15750.91	0.00	0
2009/04/21	15065.59	15332.27	15065.59	15285.89	0.00	0
2009/04/22	15328.83	15396.28	14830.59	14878.45	0.00	0
2009/04/23	14958.24	15222.20	14867.59	15214.46	0.00	0
2009/04/24	15217.37	15367.48	15062.29	15258.85	0.00	0
2009/04/27	15160.69	15160.69	14798.90	14840.42	0.00	0
2009/04/28	15057.25	15078.63	14457.99	14555.11	0.00	0
2009/04/29	14767.92	14983.66	14714.51	14956.95	0.00	0
2009/04/30	15369.11	15587.29	15204.10	15520.99	0.00	0
2009/05/04	15869.28	16387.12	15855.24	16381.05	0.00	0
2009/05/05	16572.00	16580.54	16295.86	16430.08	0.00	0
2009/05/06	16348.76	16885.92	16268.03	16834.57	0.00	0
2009/05/07	17278.31	17327.52	16880.60	17217.89	0.00	0
2009/05/08	17149.31	17442.96	16970.20	17389.87	0.00	0
2009/05/11	17381.00	17685.64	17032.44	17087.95	0.00	0
2009/05/12	16996.21	17239.65	16908.06	17153.64	0.00	0
2009/05/13	17097.82	17372.15	17014.86	17059.62	0.00	0
2009/05/14	16630.33	16630.33	16422.28	16541.69	0.00	0
2009/05/15	16818.81	16953.41	16736.18	16790.70	0.00	0
2009/05/18	16468.71	17062.49	16334.36	17022.91	0.00	0
2009/05/19	17454.23	17588.93	17376.43	17544.03	0.00	0
2009/05/20	17486.39	17611.00	17362.37	17475.84	0.00	0
2009/05/21	17291.44	17415.26	17172.64	17199.49	0.00	0
2009/05/22	17169.57	17299.26	16740.27	17062.52	0.00	0
2009/05/25	16999.05	17264.42	16789.00	17121.82	0.00	0
2009/05/26	17050.34	17283.89	16977.71	16991.56	0.00	0
2009/05/27	17395.61	17984.02	17347.89	17885.27	0.00	0
2009/05/29	18027.93	18227.79	17833.74	18171.00	0.00	0
2009/06/01	18499.92	18895.80	18415.41	18888.59	0.00	0
2009/06/02	18916.61	18916.61	18300.62	18389.08	0.00	0
2009/06/03	18616.94	18967.39	18508.30	18576.47	0.00	0
2009/06/04	18417.90	18522.39	18108.80	18502.77	0.00	0
2009/06/05	18674.48	18722.49	18406.86	18679.53	0.00	0
2009/06/08	18521.79	18636.15	18236.05	18253.39	0.00	0
2009/06/09	18450.64	18475.51	17710.45	18058.49	0.00	0
2009/06/10	18339.91	18789.85	18258.16	18785.66	0.00	0
2009/06/11	18578.89	18883.24	18564.87	18791.03	0.00	0
2009/06/12	19034.79	19161.97	18707.19	18889.68	0.00	0
2009/06/15	18712.06	18872.74	18433.30	18498.96	0.00	0
2009/06/16	18235.97	18314.96	17859.74	18165.50	0.00	0
2009/06/17	17984.83	18255.13	17833.77	18084.60	0.00	0
2009/06/18	17955.68	18069.76	17655.82	17776.66	0.00	0
2009/06/19	17936.33	18015.11	17759.86	17920.93	0.00	0
2009/06/22	17906.39	18398.92	17906.39	18059.55	0.00	0
2009/06/23	17577.73	17682.87	17375.96	17538.37	0.00	0
2009/06/24	17583.35	17912.07	17484.06	17892.15	0.00	0
2009/06/25	18140.16	18340.91	18069.37	18275.03	0.00	0
2009/06/26	18408.37	18688.11	18360.71	18600.26	0.00	0
2009/06/29	18561.11	18687.36	18451.76	18528.51	0.00	0
2009/06/30	18883.24	18883.24	18364.81	18378.73	0.00	0
2009/07/02	18780.96	18780.96	18053.10	18178.05	0.00	0
2009/07/03	17961.18	18234.24	17894.81	18203.40	0.00	0
2009/07/06	18020.10	18258.26	17897.68	17979.41	0.00	0
2009/07/07	17943.49	18159.99	17821.71	17862.27	0.00	0
2009/07/08	17652.98	17819.31	17493.62	17721.07	0.00	0
2009/07/09	17793.61	17836.95	17509.28	17790.59	0.00	0
2009/07/10	17800.05	17851.22	17645.55	17708.42	0.00	0
2009/07/13	17612.45	17612.45	17185.96	17254.63	0.00	0
2009/07/14	17631.67	17896.36	17581.43	17885.73	0.00	0
2009/07/15	18042.59	18289.00	18030.10	18258.66	0.00	0
2009/07/16	18688.87	18700.60	18303.58	18361.87	0.00	0
2009/07/17	18551.91	18855.86	18457.42	18805.66	0.00	0
2009/07/20	19005.19	19506.42	18960.54	19502.37	0.00	0
2009/07/21	19601.86	19601.86	19295.23	19501.73	0.00	0
2009/07/22	19560.42	19641.75	19224.05	19248.17	0.00	0
2009/07/23	19431.92	19824.18	19415.37	19817.70	0.00	0
2009/07/24	20063.93	20063.93	19715.15	19982.79	0.00	0
2009/07/27	20170.73	20385.69	20096.17	20251.62	0.00	0
2009/07/28	20261.94	20664.48	20109.55	20624.54	0.00	0
2009/07/29	20404.51	20542.61	19787.48	20135.50	0.00	0
